"SERIES_CODE","COUNTRY.ID","COUNTRY","INDICATOR.ID","INDICATOR","SCALE.ID","SCALE","UNIT.ID","UNIT","COUNTRY_UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","KEY_INDICATOR","SERIES_NAME","LATEST_ACTUAL_ANNUAL_DATA","HISTORICAL_DATA_SOURCE","BASE_YEAR","START_END_MONTHS_OF_REPORTING_YEAR","CHAIN_WEIGHTED","PRIMARY_DOMESTIC_CURRENCY","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","X2023","X2024","X2025","X2026","X2027","X2028","X2029","X2030"
"CZE.NGDPRPC.A","CZE","Czech Republic","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/19/2025","European System of Accounts (ESA) 2010","National accounts base year changed to 2020 in the latest release by the Czech National Statistics Office","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2024","National Statistics Office","2020","January/December","Yes, from 1995","Czech koruna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323145.33,338154.411,336537.578,335540.349,340479.499,354532.035,366517.407,373189.499,385830.612,403997.922,429605.088,456950.928,480591.089,488893.134,461757.644,472646.952,479893.687,475347.022,474665.716,485494.062,508318.297,519438.841,544704.057,558030.479,575543.212,544612.17,576524.762,575918.107,574965.947,577547.861,592542.362,606297.855,620345.889,634777.028,649394.886,664466.97
"CZE.NGDPRPPPPC.A","CZE","Czech Republic","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/19/2025","European System of Accounts (ESA) 2010","National accounts base year changed to 2020 in the latest release by the Czech National Statistics Office","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2024","National Statistics Office","2020","January/December","Yes, from 1995","Czech koruna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27993.73,29293.951,29153.886,29067.498,29495.371,30712.727,31751.007,32329.003,33424.089,34997.903,37216.224,39585.165,41633.086,42352.283,40001.565,40944.894,41572.671,41178.798,41119.778,42057.825,44035.064,44998.425,47187.123,48341.577,49858.686,47179.163,49943.717,49891.163,49808.678,50032.347,51331.304,52522.927,53739.893,54990.047,56256.377,57562.055
"CIV.NGDP_R.A","CIV","Côte d'Ivoire","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/22/2025","System of National Accounts (SNA) 2008","The authorities' rebasing exercise to 2015 is ongoing","true","Gross domestic product (GDP), Constant prices, Domestic currency","2023","National Statistics Office","2015","January/December","Yes, from 2015","CFA franc",12828.209,13276.888,13303.441,12970.855,12711.438,13169.05,13801.164,13732.159,13888.705,14298.422,14142.569,14148.226,14112.856,14087.453,14111.598,14897.855,16109.899,17031.813,17871.597,18160.675,17785.04,17806.626,17509.675,17271.625,17484.372,17785.321,18054.919,18373.595,18840.806,19453.406,19845.906,18881.923,20933.26,22874.18,24885.753,27086.367,29029,31180.66,32690.374,34887.656,35132.154,37613.284,40020.491,42601.996,45158.115,48048.235,51123.322,54446.338,58039.796,62102.582,66325.557
"CIV.NGDPRPC.A","CIV","Côte d'Ivoire","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/22/2025","System of National Accounts (SNA) 2008","The authorities' rebasing exercise to 2015 is ongoing","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2023","National Statistics Office","2015","January/December","Yes, from 2015","CFA franc",1631310.423,1650715.658,1592341.876,1477410.749,1408485.519,1404820.336,1416614.293,1356936.773,1359721.88,1345133.247,1278251.432,1229458.509,1179923.558,1071912.429,1042511.953,1069525.485,1124651.823,1147978.117,1163010.276,1148969.193,1093924.735,1064805.885,1017942.166,976190.146,960743.535,950113.21,937703.177,927726.987,924872.244,928397.858,920800.624,851720.521,918002.728,975234.024,1031502.552,1091506.891,1137271.111,1187608.895,1210498.438,1255950.01,1229593.443,1279835.729,1323889.055,1370109.679,1411943.792,1460546.017,1510821.238,1564295.866,1621184.007,1686445.446,1751054.882
"CIV.NGDPRPPPPC.A","CIV","Côte d'Ivoire","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/22/2025","System of National Accounts (SNA) 2008","The authorities' rebasing exercise to 2015 is ongoing","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2023","National Statistics Office","2015","January/December","Yes, from 2015","CFA franc",7771.068,7863.509,7585.434,7037.937,6709.598,6692.138,6748.321,6464.035,6477.303,6407.807,6089.202,5856.767,5620.798,5106.266,4966.211,5094.895,5357.5,5468.619,5540.228,5473.341,5211.126,5072.412,4849.168,4650.274,4576.691,4526.051,4466.933,4419.41,4405.811,4422.606,4386.415,4057.338,4373.086,4645.719,4913.765,5199.608,5417.615,5657.408,5766.447,5982.965,5857.41,6096.749,6306.606,6526.787,6726.072,6957.598,7197.094,7451.831,7722.829,8033.714,8341.494
"DNK.NGDP_R.A","DNK","Denmark","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/24/2025","European System of Accounts (ESA) 2010","","true","Gross domestic product (GDP), Constant prices, Domestic currency","2024","National Statistics Office","2020","January/December","Yes, from 1980","Danish krone",1160.1,1151.5,1196.3,1228,1281.3,1334.5,1397.7,1404.2,1408,1417.8,1441.4,1462.4,1492,1490.8,1569.7,1617.4,1664.3,1717,1756.9,1809.1,1876.4,1894.3,1902.9,1911.3,1964.4,2010.7,2087.5,2108.1,2099.3,1994.8,2026.4,2053,2052.9,2081.5,2108.1,2152.4,2218.6,2286.4,2328.9,2368.8,2326.6,2477.8,2488.8,2503.9,2591,2638.674,2696.847,2741.075,2783.288,2826.15,2869.673
"DNK.NGDPRPC.A","DNK","Denmark","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/24/2025","European System of Accounts (ESA) 2010","","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2024","National Statistics Office","2020","January/December","Yes, from 1980","Danish krone",226490.683,224727.258,233690.912,240009.507,250639.166,261097.985,273187.142,274001.257,274503.856,276386.23,280678.715,284155.991,289028.203,287765.118,302060.446,310101.121,316947.523,325490.164,331812.361,340467.448,352043.707,354126.926,354466.192,355028.794,363936.832,371567.088,384618.29,387014.41,383378.401,361937.356,366123.925,369202.903,367869.208,371522.079,374624.483,380301.835,388733.56,397719.929,402840.938,407986.041,399569.758,424277.553,423739.491,422053.941,434640.459,439657.055,446043.711,449846.13,452573.054,457004.447,460870.593
"DNK.NGDPRPPPPC.A","DNK","Denmark","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/24/2025","European System of Accounts (ESA) 2010","","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2024","National Statistics Office","2020","January/December","Yes, from 1980","Danish krone",37448.757,37157.186,38639.268,39684.007,41441.551,43170.849,45169.712,45304.321,45387.422,45698.66,46408.395,46983.34,47788.928,47580.085,49943.725,51273.198,52405.206,53817.676,54863.01,56294.072,58208.131,58552.577,58608.673,58701.696,60174.581,61436.195,63594.126,63990.309,63389.118,59843.981,60536.203,61045.292,60824.774,61428.753,61941.715,62880.428,64274.559,65760.396,66607.122,67457.831,66066.253,70151.526,70062.561,69783.866,71864.965,72694.427,73750.418,74379.124,74830.003,75562.705,76201.947
"DJI.NGDP_R.A","DJI","Djibouti","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/19/2025","System of National Accounts (SNA) 2008","","true","Gross domestic product (GDP), Constant prices, Domestic currency","2023","National Statistics Office","2013","January/December","No","Djibouti franc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257.993,246.495,247.88,231.147,228.003,220.066,211.852,209.277,209.515,215.632,217.17,221.064,228.213,235.485,242.028,249.558,261.599,274.723,290.672,295.37,307.62,330.054,346.036,363.34,389.475,417.942,447.713,472.15,494.692,522.123,528.4,551.687,580.19,622.962,663.534,703.398,745.602,790.339,833.807,879.667,928.048
"DJI.NGDPRPC.A","DJI","Djibouti","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/19/2025","System of National Accounts (SNA) 2008","","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2023","National Statistics Office","2013","January/December","No","Djibouti franc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436984.911,406193.011,403024.868,373718.69,366349.158,349097.752,329142.816,316674.52,307899.884,308056.946,302643.083,301579.575,305528.288,309996.3,313671.033,318619.4,329240.352,341076.992,356057.956,356804.691,366130.234,386629.183,398596.499,411345.687,433372.612,457267.6,481869.844,500106,515883.049,536304.705,534816.449,550477.726,570998.314,604993.376,636168.832,666060.436,697605.692,730957.691,762598.702,795609.359,831053.429
"DJI.NGDPRPPPPC.A","DJI","Djibouti","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/19/2025","System of National Accounts (SNA) 2008","","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2023","National Statistics Office","2013","January/December","No","Djibouti franc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5293.335,4920.343,4881.967,4526.972,4437.702,4228.731,3987.01,3835.978,3729.688,3731.59,3666.011,3653.128,3700.96,3755.082,3799.596,3859.537,3988.192,4131.573,4313.042,4322.087,4435.05,4683.361,4828.324,4982.759,5249.578,5539.026,5837.041,6057.941,6249.053,6496.427,6478.399,6668.109,6916.682,7328.475,7706.113,8068.199,8450.317,8854.32,9237.597,9637.466,10066.811
"DMA.NGDP_R.A","DMA","Dominica","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/10/2025","System of National Accounts (SNA) 1993","","true","Gross domestic product (GDP), Constant prices, Domestic currency","2023","National Statistics Office","2006","January/December","No","Eastern Caribbean dollar",0.476,0.527,0.549,0.563,0.587,0.595,0.637,0.678,0.731,0.729,0.769,0.779,0.795,0.812,0.812,0.837,0.863,0.882,0.915,0.918,0.94,0.939,0.913,0.971,1,1.007,1.054,1.121,1.2,1.186,1.194,1.192,1.179,1.167,1.223,1.189,1.222,1.141,1.182,1.247,1.04,1.111,1.174,1.229,1.272,1.326,1.37,1.409,1.448,1.483,1.52
"DMA.NGDPRPC.A","DMA","Dominica","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/10/2025","System of National Accounts (SNA) 1993","","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2023","National Statistics Office","2006","January/December","No","Eastern Caribbean dollar",NA,7148.148,7470.072,7688.69,8040.279,8183.966,8794.482,9382.952,10152.904,10170.082,10759.869,10944.116,11165.355,11405.82,11408.752,11753.483,12117.416,12381.192,12847.375,12891.886,13192.4,13183.023,12819.171,13643.286,14069.467,14171.833,14842.578,15796.828,16933.674,16747.453,16884.039,17030.712,16970.164,16757.3,17359.768,16708.155,17158.099,16428.777,17002.057,17262.117,14172.277,15073.572,15835.965,16499.59,16998.624,17628.965,18117.58,18548.683,18960.672,19323.983,19714.251
"DMA.NGDPRPPPPC.A","DMA","Dominica","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/10/2025","System of National Accounts (SNA) 1993","","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2023","National Statistics Office","2006","January/December","No","Eastern Caribbean dollar",NA,6739.685,7043.213,7249.338,7580.837,7716.313,8291.942,8846.786,9572.741,9588.937,10145.023,10318.741,10527.338,10754.062,10756.827,11081.859,11424.995,11673.699,12113.242,12155.211,12438.552,12429.711,12086.65,12863.674,13265.501,13362.018,13994.434,14894.157,15966.04,15790.46,15919.241,16057.533,16000.445,15799.745,16367.786,15753.408,16177.641,15489.994,16030.516,16275.715,13362.437,14212.229,14931.057,15556.761,16027.279,16621.6,17082.294,17488.764,17877.21,18219.76,18587.728
"DOM.NGDP_R.A","DOM","Dominican Republic","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/26/2025","System of National Accounts (SNA) 2008","","true","Gross domestic product (GDP), Constant prices, Domestic currency","2024","Central Bank","2018","January/December","Yes, from 2018","Dominican peso",783.043,816.548,830.427,868.859,879.745,861.072,891.399,981.585,1002.748,1046.874,989.774,999.126,1111.403,1193.277,1224.228,1294.008,1371.147,1493.173,1593.303,1688.208,1766.739,1810.366,1891.588,1866.064,1914.312,2094.866,2286.991,2456.649,2536.934,2562.391,2777.661,2866.323,2945.883,3091.254,3311.081,3542.449,3780.493,3929.212,4208.089,4414.034,4064.043,4633.514,4876.215,4983.116,5229.865,5384.792,5628.918,5905.298,6201.724,6510.554,6834.738
"DOM.NGDPRPC.A","DOM","Dominican Republic","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/26/2025","System of National Accounts (SNA) 2008","","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2024","Central Bank","2018","January/December","Yes, from 2018","Dominican peso",138546.755,141242.592,140369.47,143463.991,141848.773,135546.311,136954.44,147189.3,146860.838,150002.13,139055.984,137964.244,150705.851,158878.211,160204.843,166525.804,173626.77,186113.323,195451.336,203991.101,210381.087,212659.096,219250.791,213384.33,216119.698,233589.705,252108.383,267782.136,273388.262,273171.608,293045.165,299194.335,304296.486,315928.011,335011.411,354946.201,375233.337,386384.665,409899.427,426134.133,388959.473,439798.62,459070.199,465318.266,484386.909,494679.257,512899.793,533706.156,555937.068,578873.941,602754.94
"DOM.NGDPRPPPPC.A","DOM","Dominican Republic","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/26/2025","System of National Accounts (SNA) 2008","","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2024","Central Bank","2018","January/December","Yes, from 2018","Dominican peso",7335.051,7477.776,7431.551,7595.383,7509.869,7176.199,7250.749,7792.611,7775.222,7941.53,7362.011,7304.211,7978.787,8411.455,8481.691,8816.34,9192.285,9853.358,10347.738,10799.857,11138.161,11258.765,11607.747,11297.161,11441.979,12366.889,13347.32,14177.132,14473.936,14462.466,15514.627,15840.181,16110.303,16726.109,17736.437,18791.84,19865.898,20456.28,21701.217,22560.728,20592.598,23284.164,24304.455,24635.245,25644.792,26189.697,27154.343,28255.89,29432.857,30647.198,31911.525
"ECU.NGDP_R.A","ECU","Ecuador","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/26/2025","System of National Accounts (SNA) 2008","The national accounts have been updated from 2002 onwards. Prior to 2002 the data are adjusted to produce smooth series with the use of splicing technique. These estimates continue to serve as proxies for historical series when complete information is unavailable.","true","Gross domestic product (GDP), Constant prices, Domestic currency","2024","Central Bank","2018","January/December","Yes, from 2018","US dollar",33.922,35.245,35.668,34.669,36.125,37.715,38.882,36.56,40.393,40.508,41.727,43.86,45.445,46.354,48.328,49.417,50.273,52.448,54.162,51.595,52.158,54.352,57.03,58.676,62.684,66.069,68.937,70.248,74.86,75.677,78.726,85.403,90.342,96.857,100.95,101.071,100.375,106.368,107.479,107.657,97.704,106.909,113.183,115.434,113.123,116.789,119.124,121.983,125.155,128.659,132.519
